airline_id	channel	service_class	service_status_raw	fare_class	fare_nature_raw	amount	currency	scope_raw	billing_basis_raw	booking_deadline	official_url	locator	evidence_excerpt	citation_check	page_date	verified_date	legacy_fee	legacy_farelist	repo_linkage	assessment
swiss	hold	OFFERED	OFFERED	MATRIX	MATRIX	90–440 CHF; 80–380 EUR; 95–445 USD	CHF; EUR; USD	Same 7 zones; small/large container; transfer surcharge possible	per container; route	Book as early as possible	https://www.swiss.com/gb/en/prepare/special-care/animals-travelling.html	Price table → Long-haul intercontinental → hold crate size 2–5	CHF 440 EUR 380 USD 445	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	broad ranges		NON	MATCH; preserve transfer surcharge EUR150/CHF170/USD170/CAD220
tap	cabin	OFFERED	OFFERED	RANGE	RANGE	40–180	EUR	Domestic, Europe, intercontinental; online/call/airport; season	per route	Up to 24h; subject availability	https://www.flytap.com/pt-br/informacoes/viajar-com-animais/animais-estimacao	Cabin table → high season → airport/agency → intercontinental	Voos intercontinentais: desde 180 EUR / 218 USD / 302 CAD ou 36.000 milhas	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR40–180		NON	MATCH; locator also carries the 40 EUR low-season online minimum
tap	cargo	LIMITED	RESTRICTED	QUOTE	SUR_DEVIS			Over limits; Lisbon–Luanda always cargo	shipment	Contact TAP Cargo	https://www.flytap.com/pt-br/informacoes/viajar-com-animais/animais-estimacao	Cargo-required cases	deverá ser transportado como carga	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	MATCH
tap	hold	OFFERED	OFFERED	RANGE	RANGE	78–250 <=32kg; 128–320 32–45kg	EUR	Route, weight, season and purchase channel	per route; pet+container	Up to 24h; subject availability	https://www.flytap.com/pt-br/informacoes/viajar-com-animais/animais-estimacao	Hold 32–45kg table → high season → airport/agency → intercontinental	Voos intercontinentais: 320 EUR / 379 USD / 529 CAD ou 64.000 milhas	PRICE_EXCERPT_PRESENT	2026/27 season dates visible	2026-09-10	matching ranges		NON	MATCH; locator also carries low-season and lower-weight minima
tarom	cabin	OFFERED	OFFERED	MATRIX	MATRIX	40 / 65 / 120	EUR	Zones 1 / 2 / 3	per animal	Register >=48h; call no later than 24h	https://www.tarom.ro/en/passenger-information/special-baggage	Pets charges	Zone 1: EUR 40	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR40/65/120		NON	MATCH
tarom	cargo	LIMITED	RESTRICTED	NOT_FOUND	NON_TROUVE			Dogs over 40kg	shipment	Contact cargo	https://www.tarom.ro/en/travelling-with-pets/in-aircraft-hold	Heavy dog referral	more than 40 kg as cargo	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	quote		NON	No public exact cargo fare
tarom	hold	LIMITED	RESTRICTED	MATRIX	MATRIX	60 / 110 / 220	EUR	Zones 1 / 2 / 3; no AVIH on A320	per animal/container	Register >=48h; call no later than 24h	https://www.tarom.ro/en/travelling-with-pets/in-aircraft-hold	Hold pet charges	Zone 1: EUR 60	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR60/110/220		NON	MATCH
thai_airways	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary pets	—		https://www.thaiairways.com/en-tw/content/special-assistance/travel-with-pets/pets-as-checked-baggage-avih/	AVIH policy	Pets are accepted as checked baggage	NO_FARE_APPLICABLE	Effective 2026-03-02	2026-09-10	denied		NON	MATCH
thai_airways	cargo	OFFERED	OFFERED	QUOTE	SUR_DEVIS			Thai Cargo cases	shipment	Contact Thai Cargo	https://www.thaiairways.com/en-tw/content/special-assistance/travel-with-pets/pets-as-checked-baggage-avih/	Cargo referral	contact THAI Cargo	MECHANISM_EXCERPT_PRESENT	Effective 2026-03-02	2026-09-10	quote		NON	MATCH
thai_airways	hold	OFFERED	OFFERED	MATRIX	MATRIX	1500 domestic; 320 <=32kg international; 540 32–70kg international	THB; USD	Domestic Thailand versus international; weight bands	pet+container	At least 3 working days	https://www.thaiairways.com/en-tw/content/special-assistance/travel-with-pets/pets-as-checked-baggage-avih/	AVIH charges	USD 320 up to 32 kilograms	PRICE_EXCERPT_PRESENT	Effective 2026-03-02	2026-09-10	THB1500; USD320/540		NON	MATCH; official locale/table presentation has THB inconsistency, retain caveat
transavia	cabin	OFFERED	OFFERED	RANGE	RANGE	50 HV; 60–180 TO	EUR	Transavia Netherlands versus France/route	per pet; one-way	Add online as early as possible	https://www.transavia.com/hilfe/de-de/kinder-haustiere-gruppen/haustiere-im-flugzeug/kabine	Cabin pet price	50 € pro Tier und einfache Strecke	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR50; EUR60–180		NON	MATCH
transavia	cargo	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			No separate passenger-facing cargo product established	—		https://www.transavia.com/help/en-eu/children-pets-groups/pets-on-board/hold-luggage-pet	Transport channels	transported in the hold	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	none		NON	No separate cargo tariff
transavia	hold	OFFERED	OFFERED	RANGE	RANGE	77 HV; from100 TO	EUR	Operator and route	per kennel/crate; one-way	Add online as early as possible	https://www.transavia.com/help/en-eu/children-pets-groups/pets-on-board/hold-luggage-pet	Hold pet price	€77 per kennel, one way	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR77; from100		NON	MATCH
tui_airways	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary pets	—		https://www.tui.co.uk/destinations/faq/airport-flights-and-luggage/flight-information/can-i-take-my-pet-with-me	TUI flight FAQ	Pets travel in the aircraft hold	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
tui_airways	cargo	OFFERED	OFFERED	QUOTE	SUR_DEVIS			ECS Group cargo	shipment	Contact before booking	https://www.tui.co.uk/destinations/faq/airport-flights-and-luggage/flight-information/can-i-take-my-pet-with-me	Cargo booking	contact ECS Group	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	MATCH
tui_airways	hold	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Not accepted as passenger checked baggage	—		https://www.tui.co.uk/destinations/faq/airport-flights-and-luggage/flight-information/can-i-take-my-pet-with-me	TUI flight FAQ	carried as cargo	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied/passenger hold		NON	MATCH
tunisair	cabin	OFFERED	OFFERED	MATRIX	MATRIX	100/125/175/225/100 ex-Tunisia; 50/75/100/125/275 ex-foreign	TND; EUR or local currency	Zones 1–5 and point of departure	pet+crate as excess baggage	NON_TROUVE	https://www.tunisair.com/fr-de/guide-utilisateur/preparez-vos-bagages	Tariff table → départ Tunisie → PETC	PETC (Pet in Cabin : Max 8Kg) | 100 | 125 | 175 | 225 | 100	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR50–275; TND100–225		NON	MATCH; following foreign-departure PETC row carries 50/75/100/125/275
tunisair	cargo	NOT_ESTABLISHED	NON_ETABLI	NOT_FOUND	NON_TROUVE			—	shipment	Contact cargo	https://www.tunisair.com/fr-de/guide-utilisateur/preparez-vos-bagages	No separate cargo fare found	Tarifs selon zone de voyage	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	quote		NON	NON_TROUVE
tunisair	hold	OFFERED	OFFERED	MATRIX	MATRIX	125/175/225/275/125 ex-Tunisia; 75/100/125/150/400 ex-foreign	TND; EUR or local currency	Zones 1–5 and point of departure	pet+crate as excess baggage	NON_TROUVE	https://www.tunisair.com/fr-de/guide-utilisateur/preparez-vos-bagages	Tariff table → départ étranger → AVIH	AVIH (Live Animal in Hold plus que 8 Kg et jusqu'a 32 Kg Max) | 75 | 100 | 125 | 150 | 400	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	EUR75–400; TND125–275		NON	MATCH; preceding Tunisia-departure AVIH row carries 125/175/225/275/125
turkish	cabin	OFFERED	OFFERED	CALCULATOR	CALCULATOR		ROUTE CURRENCY	Route-based calculator; <=8kg PETC	per carrier; each segment separately	Book in PNR; limited capacity	https://www.turkishairlines.com/en-kt/any-questions/traveling-with-pets/fees-for-carrying-pets/	Pet fee calculator	calculated separately for each flight	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	calculator/route quote		NON	MATCH
turkish	cargo	OFFERED	OFFERED	QUOTE	SUR_DEVIS			Cargo-required cases	shipment	Contact Turkish Cargo	https://www.turkishairlines.com/en-kt/any-questions/traveling-with-pets/fees-for-carrying-pets/	Cargo referral	transported by Turkish Cargo	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	MATCH
turkish	hold	OFFERED	OFFERED	CALCULATOR	CALCULATOR		ROUTE CURRENCY	Route calculator; 0–23, 24–32, 33+kg	per carrier; each segment separately	Book in PNR; limited capacity	https://www.turkishairlines.com/en-kt/any-questions/traveling-with-pets/fees-for-carrying-pets/	Pet fee calculator	fees are charged per carrier	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	calculator/route quote		NON	MATCH
united	cabin	OFFERED	OFFERED	NOT_FOUND	NON_TROUVE			Eligible domestic/international routes per policy	per pet; one-way/segment not independently captured	Book in advance	https://www.united.com/en/us/fly/travel/traveling-with-pets.html?os=v	Official JS-only page	Official page could not be text-extracted	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	USD150		NON	UNPROVEN IN THIS AUDIT: current $150 not independently captured
united	cargo	LIMITED	RESTRICTED	NOT_FOUND	NON_TROUVE			PetSafe restricted, notably military/diplomatic eligibility	shipment	Contact PetSafe/cargo	https://www.united.com/en/us/fly/travel/traveling-with-pets.html?os=v	Official JS-only page	Official page could not be text-extracted	NO_CURRENT_FARE_FOUND	NON_VISIBLE	2026-09-10	quote/restricted		NON	Manual official-page capture required
united	hold	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary passenger checked-pet service	—		https://www.united.com/en/us/fly/travel/traveling-with-pets.html?os=v	Official JS-only page	Official page could not be text-extracted	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	Needs manual/browser evidence before claiming verified
vietnam_airlines	cabin	OFFERED	OFFERED	MATRIX	MATRIX	300/400/600/650 international; 5000000 domestic	USD; VND	Zones A–D; domestic Vietnam	per flight sector; pet+crate	At least 24h	https://www.vietnamairlines.com/in/en/travel-information/special-services/traveling-with-pet/petc-charge	Fees → zones A–D and domestic routes	In Zone A: USD 300; In Zone B: USD 400; In Zone C: USD 600; In Zone D: USD 650	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	USD300–650		NON	MATCH; immediately following row publishes VND 5,000,000 domestic
vietnam_airlines	cargo	LIMITED	RESTRICTED	QUOTE	SUR_DEVIS			Above 32kg and cargo cases	shipment	Contact cargo	https://www.vietnamairlines.com/au/en/travel-information/special-services/traveling-with-pet/avih-charge	Cargo referral	contact Vietnam Airlines Cargo	MECHANISM_EXCERPT_PRESENT	Effective 2024-06-05	2026-09-10	quote		NON	MATCH
vietnam_airlines	hold	OFFERED	OFFERED	MATRIX	MATRIX	100–550 international; 1000000–2000000 domestic	USD; VND	Zones A–D and weight <=9, 9–16, 16–32kg	per flight sector; pet+crate	At least 24h	https://www.vietnamairlines.com/au/en/travel-information/special-services/traveling-with-pet/avih-charge	Fees → weight 9kg or less → zones A–D	Zone A: USD 100; Zone B: USD 200; Zone C: USD 300; Zone D: USD 350	PRICE_EXCERPT_PRESENT	Effective 2024-06-05	2026-09-10	matching matrix		NON	MATCH; subsequent weight bands reach USD550 and domestic VND2,000,000
virgin_atlantic	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary pets	—		https://help.virginatlantic.com/content/dam/HelpCentre/documents/pet-conditions-of-carriage.pdf	Pet conditions of carriage	Pets are carried as cargo	NO_FARE_APPLICABLE	OLD/NO CURRENT PAGE DATE	2026-09-10	denied		NON	Policy direction established; source freshness weak
virgin_atlantic	cargo	OFFERED	OFFERED	QUOTE	SUR_DEVIS			Approved cargo agent/route	shipment	Contact cargo agent	https://help.virginatlantic.com/content/dam/HelpCentre/documents/pet-conditions-of-carriage.pdf	Cargo carriage	booked through an approved agent	MECHANISM_EXCERPT_PRESENT	OLD/NO CURRENT PAGE DATE	2026-09-10	quote		NON	Current exact fare not published; refresh source recommended
virgin_atlantic	hold	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Not passenger checked baggage	—		https://help.virginatlantic.com/content/dam/HelpCentre/documents/pet-conditions-of-carriage.pdf	Pet conditions of carriage	Pets are carried as cargo	NO_FARE_APPLICABLE	OLD/NO CURRENT PAGE DATE	2026-09-10	denied		NON	MATCH
virgin_australia	cabin	OFFERED	OFFERED	EXACT	EXACT	149	AUD	Eligible Australian domestic routes/dates	per pet; per sector	More than 72h via Guest Contact Centre	https://www.virginaustralia.com/au/en/travel-info/specific-travel/pets/pets-in-cabin/	Pets in cabin fee	introductory fee of $149 per pet	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	AUD149 trial		NON	Fare matches; “trial” wording stale after 2026 continuation/expansion
virgin_australia	cargo	LIMITED	RESTRICTED	QUOTE	SUR_DEVIS			Cargo transport where available	shipment	Contact Virgin Australia Cargo	https://www.virginaustralia.com/au/en/travel-info/specific-travel/pets/pets-in-cabin/	Other transport	contact our Cargo team	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	No public exact fare
virgin_australia	hold	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary passenger checked pet	—		https://www.virginaustralia.com/au/en/travel-info/specific-travel/pets/pets-in-cabin/	Service scope	pets in cabin on eligible flights	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
volotea	cabin	OFFERED	OFFERED	RANGE	RANGE	39 web/call; 60 airport (page also advertises from39.99)	EUR	Eligible routes	per passenger/service; per leg	NON_TROUVE	https://www.volotea.com/it/tariffe/	Services table	Animale domestico: 39 €	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	from EUR39.99		NON	MATCH broadly
volotea	cargo	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			No separate cargo product established	—		https://www.volotea.com/it/la-tua-prenotazione/animale-domestico/	Pet service	Viaggia con il tuo animale domestico	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	not offered		NON	MATCH
volotea	hold	LIMITED	RESTRICTED	EXACT	EXACT	60	EUR	Only Italian Continuità Territoriale routes; call centre; <=75kg	per animal; per leg	Call centre; exact deadline not found	https://www.volotea.com/it/tariffe/	Services table, pet in hold	Animale domestico in stiva: 60 €	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	not offered		NON	STALE/WRONG: limited official hold service now published
vueling	cabin	OFFERED	OFFERED	MINIMUM	MINIMUM	from50 domestic; from60 international/Canary	EUR	Domestic Spain; international and Canary	per flight/leg	Add during booking; exact deadline not found	https://www.vueling.com/faq/html/ancillary-products.html	Pets ancillary fee	From €50 on domestic flights	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	Fly Light; no fixed price		NON	INCOMPLETE: official FAQ publishes minima
vueling	cargo	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			No cargo pet service	—		https://www.vueling.com/en/vueling-services/prepare-your-trip/pets-on-board	Pets on board	Pets can only travel in the cabin	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
vueling	hold	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			All ordinary pets	—		https://www.vueling.com/en/vueling-services/prepare-your-trip/pets-on-board	Pets on board	Pets can only travel in the cabin	NO_FARE_APPLICABLE	NON_VISIBLE	2026-09-10	denied		NON	MATCH
westjet	cabin	OFFERED	OFFERED	RANGE	RANGE	50–59 within Canada/US; 100–118 outside	CAD; USD	Within Canada/US versus outside	per kennel; per direction	As soon as booked; minimum 48h recommended	https://www.westjet.com/en-bb/flights/fees	Pet fees	Pet in cabin: $50–$59	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	USD/CAD50–118		NON	MATCH
westjet	cargo	OFFERED	OFFERED	QUOTE	SUR_DEVIS			WestJet Cargo routes	shipment	Contact WestJet Cargo	https://www.westjet.com/en-bb/flights/fees	Cargo referral	contact WestJet Cargo	MECHANISM_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	quote		NON	No public exact cargo fare
westjet	hold	OFFERED	OFFERED	RANGE	RANGE	100–118 within Canada/US; 200–236 outside	CAD; USD	Within Canada/US versus outside	per kennel; per direction	As soon as booked; minimum 48h recommended	https://www.westjet.com/en-bb/flights/fees	Pet fees	Checked kennel: $100–$118	PRICE_EXCERPT_PRESENT	NON_VISIBLE	2026-09-10	USD/CAD50–118 same as cabin		NON	STALE/WRONG: hold matrix is double legacy values, outside up to236
wizz_air	cabin	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary live animals; assistance dogs excepted	—		https://www.wizzair.com/cms/api/docs/default-source/downloadable-documents/gcc-w6_en_final_010323-clean_6c8388cf-bc51-4942-a584-80934a0c3d83.pdf	General Conditions, animals	We do not carry live animals	NO_FARE_APPLICABLE	Document filename 2023-03-01	2026-09-10	denied		NON	MATCH; seek fresher current conditions when available
wizz_air	cargo	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary live animals	—		https://www.wizzair.com/cms/api/docs/default-source/downloadable-documents/gcc-w6_en_final_010323-clean_6c8388cf-bc51-4942-a584-80934a0c3d83.pdf	General Conditions, animals	We do not carry live animals	NO_FARE_APPLICABLE	Document filename 2023-03-01	2026-09-10	denied		NON	MATCH
wizz_air	hold	NOT_OFFERED	NOT_OFFERED	NOT_APPLICABLE	SANS_OBJET			Ordinary live animals	—		https://www.wizzair.com/cms/api/docs/default-source/downloadable-documents/gcc-w6_en_final_010323-clean_6c8388cf-bc51-4942-a584-80934a0c3d83.pdf	General Conditions, animals	We do not carry live animals	NO_FARE_APPLICABLE	Document filename 2023-03-01	2026-09-10	denied		NON	MATCH
